year,country,doc_number
1905,FR,381294
1905,FR,381293
1905,FR,381292
1905,FR,381291
1905,FR,381290
1905,FR,381289
1905,FR,381288
1905,FR,381287
1905,FR,381286
1905,FR,381285
1905,FR,381284
1905,FR,381283
1905,FR,381282
1905,FR,381281
1905,FR,381280
1905,FR,381279
1905,FR,381278
1905,FR,381277
1905,FR,381276
1905,FR,381275
1905,FR,381274
1905,FR,381273
1905,FR,381272
1905,FR,381271
1905,FR,381270
1905,FR,381269
1905,FR,381268
1905,FR,381267
1905,FR,381266
1905,FR,381265
1905,FR,381264
1905,FR,381263
1905,FR,381262
1905,FR,381261
1905,FR,381260
1905,FR,381259
1905,FR,381258
1905,FR,381257
1905,FR,381256
1905,FR,381254
1905,FR,381253
1905,FR,381252
1905,FR,381251
1905,DK,10394
1905,DK,10393
1905,DK,10392
1905,DK,10391
1905,DK,10390
1905,DK,10389
1905,DK,10388
1905,DK,10387
1905,DK,10386
1905,DK,10385
1905,DK,10384
1905,DK,10383
1905,DK,10382
1905,DK,10381
1905,DK,10380
1905,DK,10379
1905,DE,193884
1905,DE,193880
1905,DE,193814
1905,DE,193813
1905,DE,193737
1905,DE,192795
1905,CH,39005
1905,CH,38999
1905,CH,38997
1905,CH,38994
1905,CH,38993
1905,CH,38991
1905,CH,38990
1905,CH,38989
1905,CH,38987
1905,CH,38986
1905,CH,38985
1905,CH,38983
1905,CH,38982
1905,CH,38979
1905,CH,38978
1905,CH,38975
1905,CH,38974
1905,CH,38972
1905,CH,38971
1905,CH,38969
1905,CH,38965
1905,CH,38964
1905,CH,38963
1905,CH,38962
1905,CH,38960
1905,CH,38959
1905,CH,38958
1905,CH,38957
1905,CH,38956
1905,CH,38955
1905,CH,38954
1905,CH,38952
1905,CH,38948
1905,CH,38947
1905,CH,38946
1905,CH,38945
1905,CH,38944
1905,CH,38943
1905,CH,38942
1905,CH,38939
1905,CH,38938
1905,CH,38937
1905,CH,38936
1905,CH,38935
1905,CH,38931
1905,CH,38930
1905,CH,38929
1905,CH,38927
1905,CH,38926
1905,CH,38925
1905,CH,38924
1905,CH,38922
1905,CH,38921
1905,CH,38920
1905,CH,38919
1905,CH,38918
1905,CH,38917
1905,CH,38916
1905,CH,38915
1905,CH,38914
1905,CH,38913
1905,CH,38912
1905,CH,38911
1905,CH,38909
1905,CH,38908
1905,CH,38906
1905,CH,38905
1905,CH,38904
1905,CH,38901
1905,CH,38900
1905,CH,38899
1905,CH,38898
1905,CH,38897
1905,CH,38895
1905,CH,38894
1905,CH,38893
1905,CH,38892
1905,CH,38891
1905,CH,38890
1905,CH,38888
1905,CH,38885
1905,CH,38884
1905,CH,38882
1905,CH,38881
1905,CH,38880
1905,CH,38878
1905,CH,38877
1905,CH,38872
1905,CH,38871
1905,CH,38870
1905,CH,38869
1905,CH,38867
1905,CH,38866
1905,CH,38864
1905,CH,38863
1905,CH,38861
1905,CH,38860
1905,CH,38859
1905,CH,38858
1905,CH,38856
1905,CH,38855
1905,CH,38854
1905,CH,38851
1905,CH,38845
1905,CH,38844
1905,CH,38842
1905,CH,38841
1905,CH,38832
1905,CH,38819
1905,CH,38741
1905,AU,958307
1905,AU,956207
1905,AU,958107
1905,AU,948007
1905,AU,948807
1905,AU,954407
1905,AU,969507
1905,AU,920907
1905,AU,968007
1905,AU,966407
1905,AU,965107
1905,AU,800307
1905,AU,831407
1905,AU,957607
1905,AU,949207
1905,AU,967707
1905,AU,968207
1905,AU,975607
1905,AU,915707
1905,AU,961707
1905,AU,966007
1905,AU,965007
1905,AU,962307
1905,AU,808707
1905,AU,771007
1905,AU,771107
1905,CA,109741
1905,CA,109740
1905,CA,109739
1905,CA,109738
1905,CA,109737
1905,CA,109736
1905,CA,109735
1905,CA,109734
1905,CA,109733
1905,CA,109732
1905,CA,109731
1905,CA,109730
1905,CA,109729
1905,CA,109728
1905,CA,109727
1905,CA,109726
1905,CA,109725
1905,CA,109724
1905,CA,109723
1905,CA,109722
1905,CA,109721
1905,CA,109720
1905,CA,109719
1905,CA,109718
1905,CA,109717
1905,CA,109716
1905,CA,109715
1905,CA,109714
1905,CA,109713
1905,CA,109712
1905,CA,109711
1905,CA,109710
1905,CA,109709
1905,CA,109708
1905,CA,109707
1905,CA,109706
1905,CA,109705
1905,CA,109704
1905,CA,109703
1905,CA,109702
1905,CA,109701
1905,CA,109700
1905,CA,109699
1905,CA,109698
1905,CA,109697
1905,CA,109696
1905,CA,109695
1905,CA,109694
1905,CA,109693
1905,CA,109692
1905,CA,109691
1905,CA,109690
1905,CA,109689
1905,CA,109688
1905,CA,109687
1905,CA,109686
1905,CA,109685
1905,CA,109683
1905,CA,109682
1905,CA,109681
1905,CA,109680
1905,CA,109679
1905,CA,109678
1905,CA,109677
1905,CA,109676
1905,CA,109675
1905,CA,109674
1905,CA,109673
1905,CA,109672
1905,CA,109671
1905,CA,109670
1905,CA,109669
1905,CA,109668
1905,CA,109667
1905,CA,109666
1905,CA,109665
1905,CA,109664
1905,CA,109663
1905,CA,109662
1905,CA,109661
1905,CA,109660
1905,CA,109659
1905,CA,109658
1905,CA,109657
1905,CA,109656
1905,CA,109655
1905,CA,109654
1905,CA,109653
1905,CA,109652
1905,CA,109651
1905,CA,109650
1905,CA,109649
1905,CA,109648
1905,CA,109647
1905,CA,109646
1905,CA,109645
1905,CA,109644
1905,CA,109643
1905,CA,109642
1905,CA,109641
1905,CA,109640
1905,CA,109639
1905,CA,109638
1905,CA,109637
1905,CA,109636
1905,CA,109635
1905,CA,109634
1905,CA,109633
1905,GB,190817852
1905,GB,190707596
1905,GB,190707588
1905,GB,190707584
1905,GB,190707408
1905,FR,381528
1905,FR,381537
1905,FR,381503
1905,FR,381488
1905,FR,381477
1905,FR,381448
1905,FR,381443
1905,FR,381436
1905,FR,381404
1905,FR,381396
1905,FR,381385
1905,FR,381340
1905,FR,381321
1905,SE,23889
1905,SE,23888
1905,SE,23887
1905,SE,23886
1905,SE,23885
1905,SE,23884
1905,SE,23883
1905,SE,23882
1905,SE,23881
1905,SE,23880
1905,SE,23879
1905,SE,23878
1905,SE,23877
1905,SE,23876
1905,SE,23875
1905,SE,23874
1905,SE,23873
1905,SE,23872
1905,SE,23871
1905,SE,23869
1905,SE,23868
1905,SE,23867
1905,SE,23866
1905,SE,23863
1905,SE,23861
1905,SE,23859
1905,SE,23858
1905,SE,23857
1905,SE,23856
1905,SE,23855
1905,SE,23854
1905,SE,23853
1905,SE,23851
1905,SE,23850
1905,SE,23849
1905,SE,23848
1905,SE,23847
1905,SE,23846
1905,SE,23845
1905,SE,23844
1905,SE,23843
1905,SE,23842
1905,SE,23841
1905,SE,23840
1905,SE,23839
1905,US,876922
1905,US,876921
1905,US,876920
1905,US,876919
1905,US,876918
1905,US,876917
1905,US,876916
1905,US,876915
1905,US,876914
1905,US,876913
1905,US,876912
1905,US,876911
1905,US,876910
1905,US,876909
1905,US,876908
1905,US,876907
1905,US,876906
1905,US,876905
1905,US,876904
1905,US,876903
1905,US,876902
1905,US,876901
1905,US,876900
1905,US,876899
1905,US,876898
1905,US,876897
1905,US,876896
1905,US,876895
1905,US,876894
1905,US,876893
1905,US,876892
1905,US,876891
1905,US,876890
1905,US,876889
1905,US,876888
1905,US,876887
1905,US,876886
1905,US,876885
1905,US,876884
1905,US,876883
1905,US,876882
1905,US,876881
1905,US,876880
1905,US,876879
1905,US,876878
1905,US,876877
1905,US,876876
1905,US,876875
1905,US,876874
1905,US,876873
1905,US,876872
1905,US,876871
1905,US,876870
1905,US,876869
1905,US,876868
1905,US,876867
1905,US,876866
1905,US,876865
1905,US,876864
1905,US,876863
1905,US,876862
1905,US,876861
1905,US,876860
1905,US,876859
1905,US,876858
1905,US,876857
1905,US,876856
1905,US,876855
1905,US,876854
1905,US,876853
1905,US,876852
1905,US,876851
1905,US,876850
1905,US,876849
1905,US,876848
1905,US,876847
1905,US,876846
1905,US,876845
1905,US,876844
1905,US,876843
1905,US,876842
1905,US,876841
1905,US,876840
1905,US,876839
1905,US,876838
1905,US,876837
1905,US,876836
1905,US,876835
1905,US,876834
1905,US,876833
1905,US,876832
1905,US,876831
1905,US,876830
1905,US,876829
1905,US,876828
1905,US,876827
1905,US,876826
1905,US,876825
1905,US,876824
1905,US,876823
1905,US,876822
1905,US,876821
1905,US,876820
1905,US,876819
1905,US,876818
1905,US,876817
1905,US,876816
1905,US,876815
1905,US,876814
1905,US,876813
1905,US,876812
1905,US,876811
1905,US,876810
1905,US,876809
1905,US,876808
1905,US,876807
1905,US,876806
1905,US,876805
1905,US,876804
1905,US,876803
1905,US,876802
1905,US,876801
1905,US,876800
1905,US,876799
1905,US,876798
